pattern_id,pattern_type,description,severity,detection_count,last_seen,created_at,feature_vector
SIG-0121,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 121: detected in atm channel with medium confidence.,high,2103,2025-12-09,2024-06-28,"[0.1317, -0.7548, 0.4432, -2.0254, 0.9305, -2.0005, 1.5716, 1.6127, -1.1651, -0.4571, -1.3391, -1.1314, -0.8984, -0.2284, -1.0167, -1.197, -1.4218, 0.4799, 1.7858, -0.3224, -0.871, 0.7756, 0.7369, -0.5752, -0.3566, 0.058, 1.0081, 0.2783, -0.5581, -0.2251, 1.0615, 0.2828, -0.1298, -0.2712, -1.0466, -0.1013, -1.2394, -0.841, 0.8843, -0.0443, 0.0825, 1.2791, -0.7088, 0.3323, 1.2535, -0.6269, -0.4066, -0.5893, -0.2929, 0.6092, 0.8706, 1.5894, 1.0954, -1.0714, -0.3669, -0.7424, 1.0302, -1.5202, 0.4749, -2.4406, 1.5566, 0.4, -1.4086, 0.4246]"
SIG-0122,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 122: detected in retail channel with high confidence.,medium,3268,2026-01-24,2025-10-08,"[-0.358, -0.7895, 1.1874, 0.6817, -0.0696, 0.5072, -0.6172, 0.091, 0.4709, -0.6495, 0.0913, 1.5121, 0.3547, 0.2577, 0.7403, -0.4705, -0.2543, -0.541, -0.7814, 1.4315, 1.9556, 0.8981, 0.2812, -1.1155, -1.9239, 0.6014, -0.7722, -0.6524, 0.5047, 0.5803, -0.2152, -1.0792, -0.0645, -0.8014, 0.3614, 0.0697, 0.1404, -0.0106, -1.3533, -0.2212, -0.0994, -1.3515, -1.2475, 0.8897, 0.9544, -0.6394, 2.3765, -1.7224, -0.3652, -0.034, 0.967, -0.2831, -0.3808, -0.2029, -0.5179, 0.5347, 0.2276, -0.4647, -1.0367, -0.6319, -0.6734, -1.3436, 1.112, 2.3785]"
SIG-0123,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 123: detected in retail channel with medium confidence.,high,3277,2025-12-10,2025-06-21,"[1.417, 1.7148, 0.0914, 0.5172, 0.4961, 0.1357, -0.3354, 0.9318, 0.8569, -1.2506, 0.725, 1.0162, 0.6143, 0.3485, 1.0269, -1.4037, 0.254, -0.1713, 0.175, -0.4798, 0.533, -1.2505, -1.9161, 1.0681, -0.8124, -0.6018, 0.3619, 0.8339, -1.3152, 1.0844, -1.1297, 0.0714, -0.9846, 0.2102, 0.6989, 0.6535, -1.3288, -2.102, 0.0936, 0.4963, 0.6348, -0.5715, -1.1282, -0.7044, 0.433, -1.2857, 1.6277, -0.1041, 0.0661, 0.5245, -0.2278, 0.8107, -0.4589, 1.0213, 1.2969, -0.2112, -0.2178, -0.6494, 0.5321, -0.4755, 0.2285, 0.5717, 1.5098, 1.1621]"
SIG-0124,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 124: detected in atm channel with medium confidence.,medium,589,2026-01-08,2024-04-01,"[-0.237, -0.0837, 0.6389, -2.118, -0.2862, -0.5392, 1.2424, -1.2917, -0.5527, -0.0736, 1.3569, -0.1155, -1.1134, 0.9676, -0.4442, 0.8196, -0.9315, -1.8959, -0.1002, -0.1278, 0.9045, 2.1237, -0.2789, -0.0021, 0.8163, -1.426, -1.2837, -0.7285, 0.9233, 1.1877, 0.7766, -0.3715, 0.6979, -0.696, -1.162, 0.0968, 1.142, 0.3003, 2.5527, 0.4979, 0.8093, -1.8377, 0.1719, -0.0278, -1.0802, -1.0562, -0.0803, -0.2373, 0.3224, 1.865, 0.6423, 0.4057, -0.0615, -0.7002, 0.5916, -0.7585, 1.0018, -0.0512, -1.0178, 0.1126, -0.9196, -0.939, 1.942, -0.0884]"
SIG-0125,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 125: detected in wire channel with medium confidence.,critical,4457,2025-12-19,2024-08-06,"[1.0029, -0.0839, 0.2171, 0.7158, 0.9774, 0.9349, -0.0831, 1.0714, -0.0328, 1.4385, 0.6406, 1.1342, 0.3918, -0.0951, 0.3185, 1.7329, 0.1873, -0.0411, 0.2384, -0.25, 0.7747, 0.497, -2.2094, -1.6562, 0.2085, 0.1191, 0.0236, 1.3437, 0.5473, -1.0021, 0.106, 0.3558, 0.8122, -0.5915, 0.3776, -0.789, 0.8025, -1.4688, -2.1265, 1.2088, -0.0205, 0.2538, 0.2775, 1.1212, -0.7876, -1.8101, 0.9175, -1.2725, -0.8211, -0.8272, 0.008, -0.5666, 0.8442, -0.8413, -2.0838, 0.4016, 0.0985, -0.9713, 0.7403, 0.5846, 0.6824, 1.1484, 0.7981, -1.115]"
SIG-0126,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 126: detected in atm channel with high confidence.,medium,1072,2026-01-03,2024-04-29,"[1.0307, 0.3401, 1.4095, -0.2224, 1.8138, 1.8882, 1.1572, -1.1472, 0.7812, 1.601, 0.1991, 0.7056, 0.7336, -0.8211, 0.0535, -0.6903, -0.9233, -0.0226, 0.8664, 0.8928, 0.3843, -1.2528, -0.0662, 0.5494, 0.8151, -1.811, 0.5206, 0.3603, -1.7012, -1.8448, 1.4088, 0.7521, 0.4214, 0.7675, 0.6012, 1.4824, 0.6143, 0.5229, 0.0558, 0.3992, 0.1646, -0.6677, 1.2021, 2.404, 0.1728, -0.1933, -2.0742, 1.2426, -0.8681, -0.1663, -1.7384, 0.5726, -0.9208, -1.1693, -0.6786, 0.3643, -0.8938, -0.1724, -1.8318, 1.4755, 0.4945, -0.4596, -2.5588, 0.5992]"
SIG-0127,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 127: detected in international channel with medium confidence.,medium,644,2026-01-05,2025-09-09,"[1.512, 0.1942, 1.7428, 0.285, 0.3785, 0.5547, -1.564, 0.8067, 0.5446, 2.5328, -1.992, -1.7014, 0.1002, -0.3518, -0.0743, 1.0714, -0.3332, -0.7964, -1.316, 0.3854, -1.1896, -0.1616, -0.3063, -0.9619, 1.41, 0.3, 1.0265, 1.6321, -0.7031, 0.4575, 2.1322, 0.484, -0.5764, 1.2182, -0.5728, 0.6801, 0.3533, 0.4505, -2.0082, 0.8662, 0.7305, -0.5435, 1.0747, -0.6444, 0.6307, 2.0371, -0.6011, 2.1721, -1.0538, -2.0931, -0.1037, 0.3914, 1.088, -1.2667, 0.795, 0.9039, -0.9271, 0.7154, 2.1431, -1.2798, -0.3191, -0.4086, 0.5764, -1.6023]"
SIG-0128,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 128: detected in p2p channel with high confidence.,critical,1693,2025-12-22,2025-08-24,"[0.656, -1.1341, 0.018, -0.1979, 0.2257, 1.9805, -0.6806, 1.4373, -2.6044, -0.679, 0.4327, 0.9463, 0.4859, -0.5071, -1.738, 0.2129, -0.1693, -0.2134, -2.3415, 0.4299, -0.1973, 0.6484, 1.0176, 1.1259, -0.1153, -0.0735, 0.8938, 0.632, 0.1131, 1.7384, -0.6911, -1.0211, -0.2481, 0.3198, -0.6721, 0.3294, 0.5539, -0.4474, 0.8412, -0.2422, -1.2483, 0.7251, 1.0939, 0.4762, -0.2712, 2.0088, 0.6688, -0.3831, -0.3277, 0.7636, -0.6487, 0.4191, 0.2794, -0.9293, -0.3561, -1.689, 0.0719, 1.4001, 0.6924, -0.3808, -1.7935, 0.805, -0.1412, -0.3132]"
SIG-0129,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 129: detected in atm channel with medium confidence.,high,4252,2026-01-18,2025-06-16,"[-0.2195, -0.3202, -0.2721, 0.6161, -0.0488, -0.0424, 0.5837, -0.1146, -1.1294, 0.2841, -0.1238, -1.5459, -0.3621, -1.061, -0.167, 0.6403, -0.5373, -0.2136, -0.3851, -1.8064, -0.3997, -0.5217, -0.0898, 1.4351, -1.0427, 1.0185, -1.3621, 0.1007, 0.5717, 1.5149, 0.8535, 2.0241, 0.1784, -0.5548, -1.5247, -1.5758, -1.2205, 0.0194, -0.4372, 0.339, 1.0714, 0.9075, 1.3013, -1.3422, -0.8838, 0.9555, 1.1533, 0.1129, 0.5926, 0.1946, -0.959, -0.2484, 0.4901, -2.1475, 1.1734, 0.1413, 0.2893, 0.8852, -0.3432, -1.0513, 0.8527, 0.7245, 0.123, 0.2723]"
SIG-0130,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 130: detected in wire channel with medium confidence.,high,2771,2025-12-13,2024-08-25,"[0.6331, -0.0922, -0.3404, 0.4012, -0.7827, -0.4708, 1.4526, 0.0443, -0.3919, 0.6534, -2.1702, 0.6827, 0.9822, 1.0674, 0.0613, -0.9782, 0.9911, -0.5362, -0.5763, -1.7064, 0.2197, -1.6267, 0.4717, -0.9099, -0.1021, 0.6858, 0.7995, -0.248, -0.2232, -0.5301, -1.9912, -1.7296, 0.9312, 2.1878, -0.2353, 0.6869, 1.5268, -0.7005, -0.335, -1.5141, 0.2838, -0.8343, 1.7329, 1.7498, -0.2577, -1.1751, -0.0086, -0.5839, -0.0253, 0.8091, 0.4409, 0.2882, 0.7643, 0.7467, 0.5263, -0.0269, -0.7819, -0.5133, -0.9449, 1.1315, 1.5314, 0.5573, 0.5058, -0.9262]"
SIG-0131,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 131: detected in wire channel with medium confidence.,medium,903,2026-02-10,2025-08-24,"[1.9373, 1.0224, 0.2557, -0.6936, -0.0844, 0.3121, -0.4963, 1.421, -1.3259, -1.6728, 0.9105, 0.7483, 0.2106, -0.7719, 0.4809, -0.2809, -0.3391, 1.3279, -2.6414, 0.9671, -0.395, -1.1437, -0.911, -0.1838, -1.046, -0.5562, 0.0027, 1.2423, -0.5993, 0.1718, -0.4555, 0.4539, 0.1446, -0.9353, 0.7613, 0.2043, 0.8567, -0.8995, 0.5169, -0.3664, 1.5125, -0.5762, 0.7634, 2.2568, 0.9911, -0.4038, -0.2566, -0.7712, -0.4228, -0.4761, 0.0356, -0.2744, -0.6609, -0.1507, -2.6222, -1.5033, -1.015, 0.4549, -0.254, -0.5779, -2.1916, -0.8972, -0.243, -1.2996]"
SIG-0132,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 132: detected in atm channel with medium confidence.,medium,180,2025-12-17,2024-06-21,"[-0.7597, -1.7851, -0.0557, 2.3128, 0.7861, -0.1703, -0.6397, -0.8082, -0.5163, 0.3467, -1.2567, -0.0195, -0.0587, -1.6553, 0.0258, -0.5149, 0.3521, 1.5435, 0.8283, 1.8382, -1.0839, -2.5952, -1.7633, -1.3182, -0.844, 1.4551, 2.1138, 0.7728, -0.383, 0.3458, 0.4395, -0.2955, -0.8667, -0.4764, -1.3716, 1.3519, -1.4602, 0.4252, -2.3956, -1.6683, -0.5563, -0.6468, 0.2042, -0.5775, 0.7424, -1.0362, 0.5018, -0.5903, 0.6868, -0.1117, 0.7138, -0.6833, 0.9816, 1.6474, 0.1245, 1.5502, -1.4298, 0.6317, -1.0737, 0.5351, -0.7674, 0.4996, 0.0963, 0.2476]"
SIG-0133,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 133: detected in p2p channel with high confidence.,critical,4364,2026-02-06,2024-08-06,"[0.4028, -1.1621, -1.5487, 0.4715, -1.0034, -0.4204, 0.7063, 2.2246, 0.8118, -1.3045, 0.9145, 0.4802, 0.0939, -0.4355, 0.2866, -1.2608, 0.3671, 0.0446, -0.8594, 0.571, -0.5391, 0.9003, 0.8477, 0.1576, 1.394, -0.0202, 0.5525, 0.808, 0.5552, 0.3023, 0.3626, 2.1358, 0.2604, -0.3064, -0.7245, -0.0276, -0.3042, -0.8718, -1.1629, -1.4376, 0.8833, -1.2009, 0.0459, 0.9739, 0.126, -1.781, -1.0458, 1.5328, 0.4546, 2.0494, 0.1469, 1.1792, -1.279, -0.0449, 0.0204, -0.4534, -0.0848, 1.1811, -0.5543, 0.5527, 0.0319, -0.3087, 2.2437, -0.9479]"
SIG-0134,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 134: detected in atm channel with medium confidence.,critical,3054,2025-12-08,2024-07-01,"[0.6445, -0.0291, -1.7899, -0.2472, 1.0948, -0.421, -1.7381, -0.6622, 0.572, 0.9071, -1.7755, 0.8209, -2.3946, -1.6836, 2.4909, -0.9998, 1.5721, -0.4114, 2.0307, -0.3493, -0.6919, -0.5751, -2.023, -0.7846, 0.497, -0.5807, -0.6723, 0.5447, 0.4668, -1.0378, -0.8928, 0.0985, 0.645, 3.0102, -0.9919, 1.0929, 2.5359, 0.0175, -0.1427, 0.1336, -0.6205, -0.4749, -0.0631, 0.2312, 0.4257, -0.142, -0.028, -0.2997, -0.7897, -0.1873, -0.973, 1.314, -2.0967, -1.6149, 1.6156, 1.6524, 1.8412, 1.0778, -0.8386, 0.5494, -0.4403, -0.008, 0.6995, 0.7852]"
SIG-0135,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 135: detected in p2p channel with high confidence.,medium,1892,2026-02-10,2024-04-07,"[0.0267, 1.6495, -0.8998, -1.0803, 0.0634, 2.5731, 0.3997, -1.8375, 2.296, 0.6217, -0.064, 0.0661, 1.7874, 2.237, -0.6045, 0.2208, -0.0507, 0.5269, 0.5408, 0.1414, 0.9027, 0.6495, 0.3912, -1.2449, -0.8955, -0.6945, -0.4818, 0.5149, -1.3263, 0.4086, 0.1511, 0.7757, 1.2843, 1.4396, -1.469, -0.6899, 0.5529, 1.42, 1.2154, -0.0537, 0.3301, 0.8647, -0.4445, 0.0774, 1.4341, 1.2508, -0.7204, 0.6922, 1.8042, -0.2105, 1.6817, 0.3616, 1.3119, -1.6524, -0.1333, -0.432, -0.4962, 2.1391, -0.1363, -0.5425, -0.0888, -0.8761, 0.1934, 2.4641]"
SIG-0136,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 136: detected in wire channel with high confidence.,medium,1196,2025-12-13,2024-09-20,"[-0.4434, 0.254, -0.7802, 1.1606, 0.7832, 0.386, 0.2653, 0.5208, 1.0644, 0.5962, -0.1594, 1.8992, -0.9735, 1.1608, 0.6887, -1.1208, 0.7486, -0.791, 1.2565, 0.1115, -1.5956, 2.7284, -2.2824, -0.985, -1.6859, 0.0493, 0.4493, 1.4543, 0.9843, 0.6923, 0.9589, -0.2218, 1.3871, -0.0924, -1.5927, 3.01, 1.2268, 0.7964, -0.9579, 0.2733, -0.3156, 0.4912, 0.2212, -1.4578, -0.9789, -0.5932, -0.7626, 0.4445, 2.4755, 1.8219, -0.5123, -0.7001, 0.2848, 0.4496, -1.1485, -0.1368, 1.2091, -0.0597, -0.1264, -0.1163, -1.074, -0.1688, -1.191, -0.0359]"
SIG-0137,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 137: detected in p2p channel with medium confidence.,medium,3418,2025-12-16,2024-06-25,"[0.643, -0.9612, -0.0814, 0.5539, -0.6203, -0.0247, 0.5628, 0.4492, -1.3153, 0.9484, 0.5731, 0.0171, 0.0019, 0.1325, -0.7177, -2.0586, -0.9008, -1.0984, -0.1725, -0.5799, 1.6405, 0.9124, -0.1974, 0.0395, 1.5872, 2.8219, 0.2894, 0.2728, 0.0477, -0.6893, -0.6015, 0.4083, -0.0627, -0.1305, -0.7052, 0.0752, -1.6537, -0.9276, -1.6729, 1.0327, 1.4959, 0.1395, -1.9827, -0.2933, 2.6077, -0.0677, 1.3607, 0.1401, -1.3693, -1.4307, 0.4382, 0.7978, -1.0247, 1.9871, -0.0335, -1.0107, 0.9338, 1.9196, 1.077, -1.6403, -0.0356, 2.5317, -0.0187, 0.2092]"
SIG-0138,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 138: detected in atm channel with high confidence.,medium,1703,2026-02-21,2025-04-09,"[-0.1273, -0.7154, 0.205, 0.9617, -0.8958, 0.1821, 0.7018, -0.0048, -0.2866, -0.6082, -1.3337, -0.6632, -1.5803, 0.492, 1.4091, -0.9835, -1.749, 0.743, -0.2586, 0.4839, -0.4059, -0.5766, -0.4215, 0.2139, -0.9725, 0.4191, -1.7598, -2.0178, -1.9918, -1.573, 0.9304, -0.9209, -1.5547, -2.7887, -0.1935, -0.97, 0.2404, -0.1491, 0.4337, -0.1436, 0.0698, -0.7346, 0.321, 0.746, -0.2727, -1.4746, -0.5038, -2.1608, 0.1668, -0.2875, -0.5623, -0.1607, -0.4913, 0.5764, 1.1562, 0.1171, 0.2279, 0.4834, -0.3153, 0.1179, -0.9118, 0.8224, -1.288, -0.6634]"
SIG-0139,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 139: detected in wire channel with high confidence.,high,2764,2025-12-05,2025-08-18,"[-0.6639, -0.1054, 0.052, -1.3378, 0.3256, 0.5798, -0.0308, -0.5791, 1.1439, 2.7626, 0.0656, -0.2569, 0.3344, 1.2998, 0.0453, 0.0485, 0.184, -0.5599, -0.6349, -1.4538, -0.8085, 0.4711, 1.6738, -1.2555, 0.9616, -1.2581, -0.1611, 1.5093, -1.2079, -0.4604, -0.5312, -0.4768, -0.3241, -0.6959, -0.0726, 0.4556, -0.7547, -0.0224, -1.1578, 1.4925, -0.0046, 0.0353, -0.1808, -1.5637, 1.334, 2.9721, -0.1227, 0.8198, 1.9461, 0.3502, -0.0294, -1.3768, 1.9145, -0.3873, 1.9031, -0.4106, 0.4655, 0.3321, 0.9927, -0.2534, 0.1415, -0.2761, -0.1765, -1.8485]"
SIG-0140,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 140: detected in p2p channel with high confidence.",medium,3669,2025-12-24,2025-02-22,"[-0.9261, 0.6143, 0.2835, -0.0335, -2.672, 0.3853, 0.7581, 0.3302, 1.0271, 1.4401, 0.9379, -0.3665, 1.0733, -0.1198, -1.0733, 0.7891, -0.7393, -1.2669, 0.3761, -1.7428, -0.5488, 0.1698, 2.0, 1.0369, -1.6496, 1.5103, -0.6052, -0.099, -1.0095, 1.9801, 0.1184, 0.5226, 0.2017, -1.6399, -0.4515, 0.0331, 1.6954, 0.0428, 1.5121, 0.0513, 0.1988, -0.506, -0.0391, -0.1763, 0.2759, -0.3695, -0.1566, -0.4989, -0.952, -0.0409, -0.34, 1.1523, -0.0785, 0.0101, 2.0309, 0.0365, 0.6776, -1.4153, -0.049, 1.1674, 0.2466, -1.2551, -0.1568, -0.5981]"
SIG-0141,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 141: detected in atm channel with high confidence.,high,4009,2025-12-15,2024-06-25,"[0.4654, 1.0898, 0.3085, -1.0352, 0.921, 0.1419, -1.0122, 0.1022, -1.6924, 2.7012, 1.1851, -0.6898, 0.1357, 1.5132, 1.1555, -1.6505, -1.2307, 2.08, -1.1514, 0.0077, 0.0395, 0.9683, -0.9235, 0.3225, 2.0664, 0.8274, 1.4632, 0.8879, 0.0219, -1.5322, 0.0924, 0.0988, 0.3325, 1.0151, 0.4044, -0.4604, 0.6744, -0.7068, -0.0463, 0.0737, -0.7985, -0.583, -0.0447, -0.0169, -0.3266, 0.5728, -0.8978, 1.3575, 0.5968, -2.3416, -1.473, 0.3539, 1.4101, -1.0238, 0.1036, -0.2881, -1.3046, 0.8974, 0.7902, 0.1461, -0.4927, -0.4421, -1.4513, -0.5788]"
SIG-0142,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 142: detected in retail channel with high confidence.,medium,2642,2026-02-01,2024-08-15,"[1.6556, 0.6299, 2.1826, -0.2862, 0.5639, 1.0921, 0.8, -0.329, -0.3003, -0.392, -0.8057, -0.5997, 0.827, 0.85, 1.2022, 0.2324, -1.3135, 2.0739, -2.7042, 0.2753, 0.0147, -0.0172, -0.0155, 0.6518, 0.7444, -0.3952, -0.3857, -1.082, -1.3981, 0.6546, -0.3776, 0.2118, 2.0075, -0.1451, 0.8607, 0.1988, -1.3339, -0.2606, 2.1354, -0.6826, -1.2009, 0.3381, 0.1542, -1.1185, 0.7036, 0.2304, -0.1108, 1.3894, 0.454, 0.9908, 0.3981, -0.9725, 0.3043, -0.073, 0.0836, 1.2985, -0.432, -0.9262, 0.6874, -0.3042, 0.3389, -1.1461, -0.9954, -0.8509]"
SIG-0143,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 143: detected in retail channel with high confidence.,medium,326,2026-01-29,2024-04-12,"[-1.0586, -1.4727, -0.5092, 0.6602, -0.1847, -0.4667, 1.6651, 0.7164, 1.1174, 0.5139, 0.6196, -1.1376, 0.8953, -0.8223, 0.3809, -0.8633, -0.5266, 0.4557, 0.7402, 0.2207, 0.34, -1.4797, -0.3546, 0.9998, 0.7542, 1.0878, 1.7256, -0.0836, 0.2561, 0.9901, 0.137, 1.2303, -1.2397, 0.4752, 1.2187, 1.5393, -0.131, -1.3906, -0.278, 0.0058, 0.3403, 0.2461, -1.83, -0.1844, 1.6548, -0.2865, -1.2223, -0.5572, -0.7932, -0.5641, 0.675, -1.1755, -0.0482, 1.4414, 0.6613, 1.0062, 0.8054, 0.6949, -0.3853, -0.221, -0.1662, -0.9795, -1.0885, -1.177]"
SIG-0144,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 144: detected in wire channel with medium confidence.,high,3388,2025-12-11,2025-09-19,"[0.5412, -1.2883, -1.4545, 0.859, -0.0769, 2.2445, -1.9918, -0.8535, 0.0109, 0.9544, 1.7716, 0.6215, 0.5911, -0.9207, 1.2917, -0.888, -0.4599, -0.6583, 0.3597, 1.0167, -0.8285, -1.3914, -0.365, -1.4545, -0.983, 2.0309, -1.515, -1.8919, 1.3639, 0.6468, 0.9622, 0.5472, -0.1195, 0.6828, 0.5691, -0.8286, 2.1763, -1.4416, -0.6987, 0.9412, 0.4202, 0.3937, -1.3377, 0.9044, -1.529, 1.1158, -0.3534, -0.8628, 0.9568, -0.3987, 0.2621, -0.8507, 0.9694, -0.9274, 0.7679, 0.6769, 0.3177, -0.1388, 0.3047, 0.027, -1.0798, 0.8728, 1.3178, 0.8565]"
SIG-0145,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 145: detected in international channel with high confidence.,critical,4593,2026-03-01,2025-08-29,"[-1.2818, -0.4429, -0.9187, -1.1752, 0.5357, 2.0198, -0.7251, -0.3782, 1.4934, 0.9406, 0.3119, 0.6125, -0.2686, -0.0014, 0.507, -0.0439, -0.1882, 0.6832, -0.451, -1.0192, 0.3972, 0.7086, -0.3846, -0.5289, -2.0483, -0.1198, -1.6806, -1.0624, -0.0503, 0.8611, -0.7949, 1.6823, -0.8852, -1.5805, 0.6091, 0.1664, -0.1678, 0.99, -0.9237, 0.694, 1.5564, 1.2725, -0.2811, 0.7638, -0.4453, 1.1161, -0.6822, -0.278, -0.986, -0.6037, 0.879, 0.5709, -0.4445, 0.8557, -0.199, -0.6313, 0.113, -0.7014, -0.105, -0.1254, -0.2838, 0.664, -0.867, -0.4139]"
SIG-0146,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 146: detected in retail channel with medium confidence.,high,3729,2026-02-20,2024-12-12,"[-0.5589, 0.3045, 0.1594, 0.7444, -1.1662, -0.6738, 1.8222, -0.3411, 0.1409, -0.0926, 0.3982, -0.9863, -0.9058, 0.1474, 0.5329, -0.6884, -0.2404, -0.1682, 0.8826, -1.1387, 0.2724, 0.4771, 0.0383, 0.1728, -0.4098, 1.2441, 0.7644, 0.2752, 0.8425, 0.3051, -0.9203, 0.842, 0.9271, -0.0008, 0.0192, 0.7002, -0.8334, -0.9385, 1.5548, -0.1879, 0.5775, 0.9991, -0.2881, -0.3067, 0.638, 0.9221, 0.6299, 0.3585, -1.5181, 1.4227, 1.1415, -0.4081, 0.5476, -0.3912, -2.0639, -1.0712, 0.9318, -1.0378, -0.7659, -0.5597, -0.6452, -0.3139, -0.473, 0.5852]"
SIG-0147,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 147: detected in atm channel with medium confidence.,medium,3879,2026-01-20,2024-08-13,"[-1.7712, 0.0183, 0.3948, 0.0765, -0.2397, -0.1912, 0.7454, 0.1574, -0.8133, 0.6989, 0.66, 0.267, 2.0131, -0.1543, -0.5672, 0.9073, -0.2868, 0.3576, 0.1595, 1.8336, 0.4257, 1.1489, 0.2102, -0.033, 1.2469, 1.1979, -1.0952, -0.7946, 0.2787, -1.3047, -1.0413, 0.4924, 0.6038, -0.1591, 1.0945, 1.1151, -0.4123, 0.4064, -2.3705, 0.6843, 1.3892, 0.3971, 0.715, 1.0918, 0.7139, 0.1392, -0.3572, -0.5053, 0.0665, 0.402, -0.2414, 0.3573, -1.3294, 0.7798, -0.9237, 1.1804, 1.5237, -0.2753, 0.8811, -0.2496, 1.0416, -1.1894, 0.0323, -0.0049]"
SIG-0148,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 148: detected in atm channel with high confidence.,medium,3238,2026-02-22,2024-06-11,"[0.3052, -0.1932, 1.2769, -0.4468, 0.3779, -0.7994, 0.645, 0.5466, -0.8681, 0.9024, -0.2727, -0.0885, 1.031, -0.319, -2.1082, -1.0425, 0.5032, 0.2692, -1.3413, -1.213, 1.1074, -0.7779, 0.6888, -0.6762, 0.8125, -0.7309, -0.3775, -1.4255, -0.5574, -0.5649, 0.0348, 0.2055, -0.0743, 0.1799, -0.9312, -1.2225, -0.7055, -2.138, 0.8897, 0.6806, -1.1368, 0.3749, 0.5816, -1.3151, 1.4034, 1.4108, -1.3267, 0.056, -1.9283, -1.2005, 0.1139, 0.4111, 0.6258, -1.5891, 0.5752, 1.3164, -0.9976, 0.9063, -0.8824, -0.0967, 1.2093, 0.7529, 1.078, -0.0539]"
SIG-0149,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 149: detected in international channel with high confidence.",high,3467,2026-01-28,2024-08-26,"[-0.6671, -0.6224, -0.0105, -0.8741, 0.4394, 0.3256, 1.0142, 0.7604, 0.6509, -0.2839, 0.6612, 1.0099, -1.4121, -1.9244, 0.5512, -0.5257, 1.6079, -1.4406, 0.0813, -0.2804, 0.2195, 0.0356, -1.7615, -0.818, -1.5714, -0.4403, 1.3523, -0.129, 1.1701, 0.0098, -0.4423, -0.447, 1.1256, -0.8546, 0.1584, -0.2363, 0.0953, -0.7283, 0.6223, 0.3598, 0.3154, -1.0129, -0.3209, 0.8615, 0.0786, 1.1069, 0.188, 0.4885, 0.6752, 1.0782, -0.0555, 0.5027, -0.0993, 0.9632, -2.6506, -1.3025, 0.837, -1.1955, 1.3446, -1.3671, 2.387, -0.8607, 0.3543, 0.7339]"
SIG-0150,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 150: detected in wire channel with high confidence.,high,2661,2026-02-10,2024-05-16,"[-0.0226, 1.2476, 1.7036, 0.7377, -1.2302, -1.5446, 0.3336, 0.7637, -0.3526, -1.2591, 0.9408, 0.3997, 0.1976, -0.7132, 0.5311, 1.9036, 1.1533, -0.3518, 1.5048, -2.0265, 1.9959, -0.1106, 0.3264, -0.0606, -0.8306, -0.0441, -2.4581, -0.663, 0.0405, -1.4117, -0.5393, 0.5014, -1.3559, 0.5618, -2.1298, -1.0786, 0.6705, 0.7017, 0.7905, -0.1127, 0.3816, 0.3533, -1.0127, -0.2348, 0.7543, 0.3032, 1.3803, 1.4133, 0.897, 0.7831, -0.9358, 0.2984, 0.6983, 2.096, 0.7511, 0.3531, -0.9191, 1.0581, -0.0439, -0.6891, 1.4947, 0.1119, -0.7975, 0.7614]"
